Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.165,-0.016122454760812727,0.7422273585123624,-0.2483778392087594,10.756364906512275
0.166,-0.01636709284904928,0.7529065509690681,-0.24091119601944602,10.602384952179133
0.167,-0.016604302743318217,0.7634328531965556,-0.23352132456462926,10.450579348944762
0.168,-0.016834160838673312,0.7738084243697171,-0.22620747080051654,10.300917719939106
0.169,-0.01705674278710073,0.7840353936731504,-0.2189688927478905,10.153370111808893
0.17,-0.01727212349720654,0.7941158602880022,-0.21180486049831976,10.007906994904356
0.171,-0.0174803771483793,0.8040518938888769,-0.2047146559837625,9.86449925623147
0.172,-0.017681577204131854,0.8138455351119388,-0.1976975727595129,9.723118192812779
0.173,-0.017875796435312494,0.8234987963903094,-0.19075291561521274,9.58373549983718
0.174,-0.018063106927419158,0.8330136621994786,-0.1838800004619227,9.44632326718006
0.175,-0.018243580088793242,0.8423920893353631,-0.17707815420391876,9.310853975460246
0.176,-0.01841728666720201,0.8516360075036886,-0.17034671446481628,9.177300487680107
0.177,-0.018584296750582374,0.8607473193712885,-0.16368502956187428,9.045636048496071
0.178,-0.01874467975456182,0.8697279001795385,-0.15709245868135877,8.915834289697493
0.179,-0.018898504476790576,0.8785795995701812,-0.1505683710380184,8.787869204316678
0.18,-0.019045839093880183,0.8873042415106178,-0.14411214590724875,8.661715147686017
0.181,-0.019186751170499613,0.8959036246236045,-0.13772317247144555,8.537346832761068
0.182,-0.01932130764963523,0.9043795219228302,-0.13140084993727874,8.414739333865574
0.183,-0.019449574881281233,0.9127336817641124,-0.12514458709840773,8.293868073204234
0.184,-0.01957161863520283,0.9209678282927869,-0.11895380212803015,8.174708814517285
0.185,-0.019687504107087632,0.9290836616819586,-0.11282792246683933,8.057237659699776
0.186,-0.019797295920852265,0.9370828582586582,-0.10676638476182006,7.941431047009549
0.187,-0.019901058133030825,0.944967070693415,-0.10076863477619175,7.827265748376342
0.188,-0.019998854258585698,0.952737928842355,-0.0948341270024553,7.714718857461661
0.189,-0.020090747273901,0.9603970398942807,-0.0889623245916696,7.603767787570187
0.19,-0.020176799623624876,0.9679459886350323,-0.08315269922943727,7.494390267898861
0.191,-0.020257073219822976,0.9753863374777759,-0.07740473111859208,7.386564343104035
0.192,-0.020331629459343886,0.9827196270477276,-0.07171790870915212,7.280268365009281
0.193,-0.02040052923784141,0.9899473766651014,-0.06609172847466714,7.175480985755949
0.194,-0.020463832953980726,0.997071084529218,-0.060525694824788236,7.0721811551898375
0.195,-0.020521600509991463,1.004092227792512,-0.05501932639372211,6.970348281556752
0.196,-0.020587852574472886,1.011369438562363,-0.07742238511693424,7.582610946123807
0.197,-0.02067632105304716,1.0192545454428494,-0.09945276611269879,8.186160984464825
0.198,-0.020786635100537205,1.0277388970844943,-0.12111412795570345,8.781120657844511
0.199,-0.02091842750933081,1.0368139635565512,-0.1424100878330029,9.36761060993881
0.2,-0.021071334667450183,1.0464713347512538,-0.16334421859133996,9.945749796170524
0.201,-0.021244996513968748,1.0567027186849602,-0.1839200494754034,10.515655507755044
0.202,-0.021439056495829983,1.0674999398476206,-0.20414106684427516,11.077443395061287
0.203,-0.021653161525134315,1.07885493756641,-0.22401071488112226,11.63122749077154
0.204,-0.021886961937325384,1.090759764400445,-0.24353239628887136,12.177120232600847
0.205,-0.02214011145001669,1.1032065845558394,-0.26270947297638475,12.71523248572786
0.206,-0.022412267122752325,1.1161876723313147,-0.2815452667305265,13.245673564792348
0.207,-0.022703089316975084,1.1296954105706298,-0.30004305988507834,13.768551255796014
0.208,-0.023012241657172902,1.1437222891535603,-0.31820609597185673,14.283971837456715
0.209,-0.02333939099207602,1.158260903488631,-0.3360375803710001,14.792040102537594
0.21,-0.023684209081074367,1.173304002596606,-0.3535406473271722,15.292858637642148
0.211,-0.024032404375864378,1.188487113092785,-0.34286823712803344,15.073881357830798
0.212,-0.02436998196526764,1.2034527960583448,-0.33230505648782477,14.857996307236265
0.213,-0.024697050545734248,1.2182041221642113,-0.32185003693306635,14.645160289277838
0.214,-0.02501371774991226,1.2327441190482902,-0.3115021273090025,14.435330715085602
0.215,-0.025320090163994287,1.2470757719242112,-0.3012602934972879,14.22846559486643
0.216,-0.025616273353526682,1.2612020244944986,-0.2911235179919737,14.024523524951668
0.217,-0.02590237187725157,1.275125779430539,-0.28109079967730904,13.823463680990084
0.218,-0.026178489303844896,1.2888498989638455,-0.2711611535532596,13.62524580956152
0.219,-0.026444728215407776,1.3023772050347946,-0.2613336106647149,13.429830226065441
0.22,-0.026701190237135002,1.3157104803172646,-0.2516072176274317,13.237177800189391
0.221,-0.02694797605128147,1.3288524687192809,-0.24198103639513607,13.047249948807481
0.222,-0.027185185404381713,1.3418058756680151,-0.23245414412523646,12.860008631936047
0.223,-0.027412917130380268,1.3545733689056325,-0.2230256328107723,12.675416341446953
0.224,-0.02763126916380273,1.3671575789685408,-0.2136946090570415,12.493436094269175
0.225,-0.02784033854962743,1.379561099567112,-0.20446019390338935,12.314031427000979
0.226,-0.02804022146342247,1.3917864882793054,-0.19532152250229176,12.137166386072838
0.227,-0.02823101322358074,1.4038362670032318,-0.1862777439080049,11.96280552132712
0.228,-0.02841280830140256,1.4157129223440996,-0.1773280208950566,11.790913880527878
0.229,-0.028585700340037736,1.4274189062713192,-0.1684715296539015,11.621457000041332
0.23,-0.028749782162588725,1.4389566364453579,-0.15970745963694033,11.454400900197621
0.231,-0.02890514578022461,1.4503284965449483,-0.15103501340439904,11.289712080647526
0.232,-0.02905188242181185,1.4615368372493607,-0.14245340617154256,11.127357506433404
0.233,-0.029190082540750707,1.4725839765267206,-0.13396186567228735,10.9673046038972
0.234,-0.029319835827984007,1.4834722001102234,-0.12555963193713354,10.809521253924963
0.235,-0.029441231225019657,1.4942037619747555,-0.11724595707090238,10.653975785185581
0.236,-0.029554356936679797,1.5047808848051767,-0.10902010503426439,10.500636967487674
0.237,-0.029659300439242996,1.515205760324334,-0.10088135148921044,10.34947400712491
0.238,-0.02975614845687781,1.5254805486556589,-0.09282898408465216,10.200456555906445
0.239,-0.02984498698276792,1.5356073790469695,-0.08486230212182364,10.0535547008921
0.24,-0.029925901055789343,1.5455883469947864,-0.07698062071281576,9.908739059391818
0.241,-0.0300129372439589,1.5557827120517451,-0.0970335075522902,10.478629707862732
0.242,-0.030119852157119643,1.5665429028648035,-0.11673865421251053,11.04040976279333
0.243,-0.030246299794903907,1.577860866006579,-0.13609953046143897,11.59419318304671
0.244,-0.03039193760495884,1.5897286611825667,-0.15511956407218647,12.14009233336332
0.245,-0.03055642643936052,1.6021384595773873,-0.17380214153864984,12.678218007764976
0.246,-0.03073943051898744,1.615082542492774,-0.19215060866294245,13.208679448828885
0.247,-0.030940617389467677,1.6285532996700531,-0.21016827128015023,13.731584371426802
0.248,-0.03115965788292168,1.6425432278244716,-0.2278583958898746,14.247038983465028
0.249,-0.03139622607858997,1.6570449291342688,-0.2452242103067638,14.755148007264056
0.25,-0.031649999264117684,1.6720511097550008,-0.2622689043001912,15.256014700581073
0.251,-0.031920657898487165,1.6875545783871184,-0.27899563020906853,15.749740876876842
0.252,-0.032207885574182596,1.703548244818391,-0.2954075035682976,16.236426925939433
0.253,-0.032511368981529086,1.7200251185378603,-0.3115076037020936,16.716171833493405
0.254,-0.03283079787206228,1.7369783073180234,-0.327298974332009,17.189073201259603
0.255,-0.03316586501233513,1.7544010156135106,-0.34278462042618946,17.65522717158534
0.256,-0.033502304938800596,1.7719293684453097,-0.3301172654382052,17.402079366161082
0.257,-0.033826143403560084,1.7892063676894059,-0.3175814914672207,17.15251159036559
0.258,-0.03413751137497842,1.8062355683007667,-0.3051760775789883,16.906473851016603
0.259,-0.034436538611179165,1.823020475623828,-0.2928998223855329,16.663916855110404
0.26,-0.034723353678211506,1.8395645460444674,-0.2807515437427088,16.424792000574662
0.261,-0.03499808396945912,1.855871187687458,-0.2687300784266134,16.189051366376074
0.262,-0.03526085572437436,1.8719437610917122,-0.25683428182020834,15.95664770294301
0.263,-0.035511794046980086,1.887785579878978,-0.2450630276028932,15.72753442268089
0.264,-0.03575102292401026,1.9033999114108382,-0.23341520744544386,15.501665590653408
0.265,-0.035978665240364215,1.9187899773639305,-0.22188973074225538,15.278995916423039
0.266,-0.036194842797966274,1.9339589544091162,-0.2104855242961562,15.059480744417991
0.267,-0.03639967633674569,1.948909974955355,-0.19920153197368975,14.843076043381885
0.268,-0.03659328555047866,1.9636461277367492,-0.18803671443195338,14.629738398046626
0.269,-0.036775789104082426,1.9781704584439008,-0.17699004882521058,14.419425000177133
0.27,-0.03694730465059023,1.992485970345512,-0.16606052851594624,14.2120936397543
0.271,-0.03710794884780695,2.006595624900235,-0.15524716279036624,14.00770269629624
0.272,-0.037257837360411744,2.0205023419249035,-0.14454897677653447,13.806211136468363
0.273,-0.037397084878735255,2.034209000271,-0.13396501113032883,13.607578504488519
0.274,-0.037525805150569795,2.047718438898361,-0.12349432153992315,13.411764906900778
0.275,-0.037644110986269436,2.0610334571347053,-0.11313597860218333,13.218731008891242
0.276,-0.03775211427300722,2.074156815214255,-0.10288906757155665,13.028438026647276
0.277,-0.03784992598866455,2.087091234805126,-0.0927526881140819,12.840847719876026
0.278,-0.03793765621535279,2.0998393995254787,-0.08272595406651936,12.655922384482162
0.279,-0.038015414157674725,2.112403955605833,-0.07280799312999518,12.473624843174926
0.28,-0.03808330816733962,2.1247875127472713,-0.06299794647584883,12.29391843329983
0.281,-0.038141445740569754,2.1369926441416984,-0.05329496872735198,12.116767006542423
0.282,-0.03818993352117566,2.1490218866667687,-0.043698227863136326,11.942134926157424
0.283,-0.038228877334974,2.1608777420445295,-0.034206904688396274,11.769987050543891
0.284,-0.03825838219923651,2.1725626772325595,-0.024820192650508093,11.600288727694618
0.285,-0.03827855144792905,2.1840791088286675,-0.015537309232136564,11.433006062113568
0.286,-0.03830345152325645,2.1957866427639026,-0.03420770640567522,11.980754242953639
0.287,-0.03834685715400368,2.208038020529682,-0.052548983946289984,12.520712071181471
0.288,-0.03840844090470017,2.2208255065011584,-0.07056451066887971,13.052989005525358
0.289,-0.038487878668086756,2.234141472962274,-0.08825761653849648,13.577693024493747
0.29,-0.038584849670544805,2.24797840031601,-0.10563159099146054,14.094930582726034
0.291,-0.038699036428803346,2.2623288754582385,-0.12268968363703202,14.60480663400393
